species_name,common_name,vocal_learning_status_Wirthlin2024,vocal_learner_binary,species_class,group_living,brain_mass_g,adult_body_mass_g,neonate_body_mass_g_PanTHERIA,adult_body_mass_g_PanTHERIA,obstetric_risk,HAQER_sequence_similarity,HAR_sequence_similarity
Ceratotherium_simum,White rhinoceros,non_vocal_learner,0,Non-primates,NA,643,1400000,48500,2285939.43,0.8721597647500792,52.26967750450966,88.09048450052157
Dicerorhinus_sumatrensis,Sumatran rhinoceros,non_vocal_learner,0,Non-primates,NA,NA,NA,22849.5,1046156.04,0.8159492291634151,52.338025113226486,88.25150667626077
Diceros_bicornis,Black rhinoceros,non_vocal_learner,0,Non-primates,0,655,765450,34999.99,995940.54,0.963482582586598,52.28172852710359,88.15183837043253
Tapirus_indicus,Malayan tapir,non_vocal_learner,0,Non-primates,0,265,201000,6848.35,311209.19,0.701933493302328,52.05932515588544,87.99737131907403
Tapirus_terrestris,South american tapir,non_vocal_learner,0,Non-primates,0,180.5,160000,4507.91,169496.64,0.7041721307859964,52.01659181805171,88.0055102960239
Manis_javanica,Malayan pangolin,non_vocal_learner,0,Non-primates,0,NA,NA,NA,NA,NA,48.60727518727928,85.55508557565862
Manis_pentadactyla,Chinese pangolin,non_vocal_learner,0,Non-primates,0,NA,NA,88.67,4675,-0.03676536954971146,48.137925958636934,85.77693756306164
Pan_troglodytes,Chimpanzee,nonVocalLearner,0,Primates,1,354.81,60433.16,NA,NA,NA,83.56197380423883,97.28605696291388
Gorilla_gorilla,Gorilla,nonVocalLearner,0,Primates,NA,454.55,120975,NA,NA,NA,82.98267766288923,96.9787481778398
Pongo_abelii,Sumatran orangutan,nonVocalLearner,0,Primates,0,389.495,62815,NA,NA,NA,80.80881162766661,95.8710061748181
Macaca_mulatta,Rhesus monkey,nonVocalLearner,0,Primates,1,87.99,4612.78,NA,NA,NA,77.43032380512913,94.60961815605586
Macaca_fascicularis,Crab-eating macaque,nonVocalLearner,0,Primates,1,66.93,3109.45,NA,NA,NA,77.26778602093952,94.55017090955454
Pan_paniscus,Bonobo,nonVocalLearner,0,Primates,1,329.7,39700,NA,NA,NA,77.07812725388948,96.80045293649782
Erythrocebus_patas,Patas monkey,nonVocalLearner,0,Primates,1,100.2,7376,NA,NA,NA,76.15789419693691,94.2148116583504
Chlorocebus_sabaeus,Green monkey,nonVocalLearner,0,Primates,1,64.91330945,4311.8,NA,NA,NA,76.1421003839302,94.59274034158288
Nasalis_larvatus,Proboscis monkey,nonVocalLearner,0,Primates,1,83.8,9730,NA,NA,NA,76.08175707286803,94.19002569227244
Mandrillus_leucophaeus,Drill,nonVocalLearner,0,Primates,1,148,15000,NA,NA,NA,76.00144379146354,94.75138372610856
Rhinopithecus_roxellana,Golden snub-nosed monkey,nonVocalLearner,0,Primates,1,117.75699,14750,NA,NA,NA,75.74351320233929,94.32810869825272
Cercopithecus_neglectus,De brazza's monkey,nonVocalLearner,0,Primates,1,60.9,4130,NA,NA,NA,75.72658695244552,94.5513417851174
Piliocolobus_tephrosceles,Ugandan red colobus,nonVocalLearner,0,Primates,1,70.95189469,8408.8,NA,NA,NA,75.60642422707744,94.33434211285176
Rhinopithecus_bieti,Black snub-nosed monkey,nonVocalLearner,0,Primates,1,NA,NA,NA,NA,NA,75.4587364930119,94.17162509701276
Semnopithecus_entellus,Northern plains gray langur,nonVocalLearner,0,Primates,1,111.5,7010,NA,NA,NA,75.4332233495944,94.16039921744652
Papio_anubis,Olive baboon,nonVocalLearner,0,Primates,1,152.4,13300,NA,NA,NA,75.30569409229798,94.26909115170116
Macaca_nemestrina,Southern pig-tailed macaque,nonVocalLearner,0,Primates,1,110,4456,NA,NA,NA,75.23718703383787,94.4964029867488
Cercocebus_atys,Sooty mangabey,nonVocalLearner,0,Primates,1,86.8,6200,NA,NA,NA,74.85818108598144,94.385904353566
Ateles_geoffroyi_a,NA,nonVocalLearner,0,Primates,1,104.96,5774,NA,NA,NA,72.72214201013153,92.56003417258393
Pithecia_pithecia,White-faced saki,nonVocalLearner,0,Primates,0,32.6,1580,NA,NA,NA,72.65441171147037,92.87118187324624
Colobus_angolensis,NA,nonVocalLearner,0,Primates,NA,74.4,9670,NA,NA,NA,72.5988365644613,93.9831648607374
Alouatta_palliata,Mantled howler,nonVocalLearner,0,Primates,1,50.04,5952,NA,NA,NA,71.86918518481616,92.15448906139076
Cebus_albifrons,White-fronted capuchin,nonVocalLearner,0,Primates,1,62.95,1620,NA,NA,NA,71.74462705436156,92.37153830855664
Aotus_nancymaae,Nancy ma’s night monkey,nonVocalLearner,0,Primates,0,NA,NA,NA,NA,NA,71.52960859866153,92.6440464025034
Saimiri_boliviensis,NA,nonVocalLearner,0,Primates,NA,24.06,750,NA,NA,NA,71.43718826411974,92.52655126729364
Saguinus_imperator,Emperor tamarin,nonVocalLearner,0,Primates,0,NA,NA,NA,NA,NA,70.83316389292722,92.14665375110216
Callithrix_jacchus,Common marmoset,nonVocalLearner,0,Primates,0,7.73,347.45,NA,NA,NA,70.10881121451166,91.63459414487696
Daubentonia_madagascariensis,Aye-aye,nonVocalLearner,0,Primates,0,45.15,2800,NA,NA,NA,60.16524404008096,90.46358918786424
Lemur_catta,Ring tailed lemur,nonVocalLearner,0,Primates,1,21.63,2090,NA,NA,NA,58.36573719162457,90.14823515150324
Eulemur_fulvus,Common brown lemur,nonVocalLearner,0,Primates,1,25.8,2292,NA,NA,NA,58.279318929492305,90.18588228049737
Eulemur_flavifrons,Sclater's lemur,nonVocalLearner,0,Primates,1,NA,NA,NA,NA,NA,58.2612890306049,90.12756283416832
Indri_indri,Indri,nonVocalLearner,0,Primates,0,38.3,6250,NA,NA,NA,57.9376886589047,89.62291425405763
Cheirogaleus_medius,Fat-tailed dwarf lemur,nonVocalLearner,0,Primates,0,3.34,179.67,NA,NA,NA,57.43448713541529,89.80489504398571
Microcebus_murinus,Gray mouse lemur,nonVocalLearner,0,Primates,1,1.84,58,NA,NA,NA,56.27049401844913,88.7328056583622
Propithecus_coquerelli,NA,nonVocalLearner,0,Primates,1,30.1941,3728.5,NA,NA,NA,56.26604586397459,88.03906267930505
Nycticebus_coucang,Sunda slow loris,nonVocalLearner,0,Primates,0,12.74,655.5,NA,NA,NA,54.23721292874484,86.62401870396265
Otolemur_garnettii,Small-eared galago,nonVocalLearner,0,Primates,0,11.49575776,764,NA,NA,NA,53.247746643279115,86.55351766552585
Homo sapiens,Humans,vocalLearner,1,Primates,NA,1250.43,65142.86,NA,NA,NA,100,100
