FID,IID,molecular_sex,lat,long,assessment,sample_age,sample_age_GRM_adj,cp_pgs.HAQER,cp_pgs.background,cp_pgs.matched
2354,I13796,F,50.511285,13.767871,PASS,3000,1478,-0.16040420640022837,0.2191426733458258,-1.0996254887695727
2355,I13798,F,50.07884,14.280243,PASS,3050,1830,0.39700712696763324,0.40608198044152194,1.344273703000104
2356,I13799,F,50.07884,14.280243,PASS,3050,1760,1.338842820683274,0.820006244308734,-0.8027045908138796
2358,I15041,M,50.07884,14.280243,PASS,3050,2004,0.7721685286520641,0.4668040999650405,-0.9043819133584703
2359,I15955,M,50.07884,14.280243,PASS,3059,2266,1.319341492683653,-1.5836434524923388,0.5413075689733791
2360,I15956,F,50.07884,14.280243,PASS,3050,2761,-0.8595819331990703,-0.38425473031207485,0.5501903425752032
2361,I15957,F,50.07884,14.280243,PASS,3050,1763,0.7963112376058055,-0.12694018117200212,0.10899701720378248
2362,I15958,F,50.07884,14.280243,PASS,3050,1896,-0.5371283402699517,-0.7561451362744709,-0.3828156044347569
2363,I15959,F,50.07884,14.280243,PASS,3022,1738,-0.3264737929988829,-0.2790042799601247,-0.9948447455746167
2364,I15960,F,50.07884,14.280243,PASS,3050,2091,0.8776234036440537,-1.0915092367443933,-1.3964301683890552
2365,I16089,F,50.511285,13.767871,PASS,3000,1665,-0.5602760478430553,-0.07449251262220384,0.6530890109595829
2366,I16182,M,50.07884,14.280243,PASS,3050,1775,-0.7826644222796338,-1.348611596160718,-0.31572388583176003
2375,I13786,M,50.07884,14.280243,PASS,3050,1627,-1.6471077261717064,0.38564849663979994,0.18822808099905589
2376,I13794,M,50.07884,14.280243,PASS,3050,1290,0.9556945954563986,0.13152448149513402,-0.5238378141831386
2379,I16099,M,50.533635,13.61765,PASS,3325,1757,0.08419385581944011,-0.4996336694377756,0.9570041543117498
2380,I16100,M,50.533635,13.61765,PASS,3325,2329,1.5349913027697095,0.26108113705307584,0.7675848153762765
2382,I16112,F,50.533635,13.61765,PASS,3325,1010,1.342924510704071,-0.16156531342289027,-1.0599718714868136
2384,I16113,F,50.533635,13.61765,PASS,1462,1372,2.167804150678812,-0.17675768916528103,0.6840724732864193
2386,I14190,M,50.054385,14.363387,PASS,6450,1823,-0.09586707566041616,-0.08085905046761621,-0.8585560790911159
2387,I7197,M,50.0504153,14.3667267,PASS,6438,1850,-0.631743769901954,-0.0479842755515352,0.12082434975205451
2389,kol6_noUDG.SG,F,50.028889,15.201157,PASS,6775,1476,-0.4956037956593655,0.721986262736564,0.5636761144602889
2390,I17313,F,50.054385,14.363387,PASS,199,218,-0.8972451918267016,-0.09232828069006835,0.4613853692173714
2391,I15648,M,49.991622,14.162575,PASS,5397,1893,-2.0309820134528302,-1.1659328311372954,0.3264110845607792
2393,I16092,M,50.37752,13.791255,PASS,5385,1661,-0.8318154645936724,-1.0723747275175952,0.2247042911500191
2394,I4893,M,50.1217475,14.4569508,PASS,6345,1642,0.884899907052658,0.6538148031767921,-0.5509849268095345
2395,I4894,F,50.1217475,14.4569508,PASS,6371,1415,2.037147598373194,0.37453907716650725,0.7506755393654766
2396,I7952,M,50.080832,14.245241,PASS,7200,3280,-1.195164275816948,-1.2561479509428766,-2.572668332099106
2397,HOL002,F,50.200564,14.29025,PASS,5140,2855,-0.9771442563283036,-1.3104428882289842,1.7449038982989293
2399,BLS002,F,50.351064,13.852118,PASS,4692,2535,0.16468134255227557,0.770744908266515,2.3490257694938195
2400,PRE001,F,50.252119,15.811875,PASS,4625,1534,1.0283344563300414,0.3462448430570026,-0.7588862991957879
2404,BLS001,F,50.351064,13.852118,PASS,4675,1240,-1.8321787406467709,-0.21654198587437978,0.16757081201867352
2405,NER001,M,50.268076,14.523173,PASS,6076,2461,0.18077673093342922,0.5833060763629215,-0.9870696584872205
2406,TUC007,F,50.137677,14.273411,PASS,6080,1877,1.0699648229038696,0.2545842363770399,0.2721129049685375
2407,VLI004,F,50.365945,14.446606,PASS,6141,2118,-1.8567656232210732,0.3472909551718557,0.7829576329300755
2410,I7950,F,50.07884,14.280243,PASS,5398,1895,-1.1699337113448118,-0.5647573726457509,0.589481355651209
2412,I15650,M,50.07884,14.280243,PASS,3058,890,-1.5488888815434396,-1.0808880068149656,1.776631096659362
2413,KO1016,F,50.033343,15.168084,PASS,4750,1534,0.02977153350308408,-0.49614319589473965,-0.5586218981675564
2414,TOU001,M,50.167736,14.722575,PASS,4712,1543,-0.2791680432196091,-0.7697260371963275,-1.4880339542606804
2415,TUC004,M,50.137677,14.273411,PASS,4940,1735,0.25502459590302995,-0.3646776935445285,0.7258714505328122
2418,VPR001,M,50.155159,14.318068,PASS,4756,1798,-0.8652578989055362,-1.2979804875559955,-1.5902172605640366
2423,BRZ002,F,50.3575,13.743611,PASS,5521,2377,0.06805543798129814,-0.2978965325659149,1.3338662293099834
2424,HOL001,F,50.200564,14.29025,PASS,5613,2279,1.4790073191571464,0.16213093440527246,0.0014898727812864161
2425,KOB002,F,50.00873,15.23091,PASS,5630,1380,-0.3217616945864034,0.16441622283601556,-2.039145651346773
2475,VK70_noUDG.SG,M,55.87,12.08,PASS,1100,1174,0.26566978526417684,0.746396206761777,-0.2145743490553065
2478,VK521_noUDG.SG,M,55.635879,12.241361,PASS,1650,2724,0.34550388050593783,0.7343175857424586,-1.6040429230499862
2479,VK532_noUDG.SG,M,55.655463,12.245129,PASS,1850,2539,-1.36370404408709,2.0003663551793327,-0.9288500086994462
2493,VK317_noUDG.SG,M,54.85,10.78,PASS,1000,728,0.24589758571419693,0.7814227269851096,0.49461271206294427
2498,VK141_noUDG.SG,F,55.5,10.33,PASS,1000,919,-0.13918734316961429,3.042069212797343,-0.35748409501761225
2500,VK274_noUDG.SG,M,54.85,10.78,PASS,1000,1383,0.9930982380552361,-0.8252230084788572,-0.584452796235631
2504,VK279_noUDG.SG,M,55.5,10.33,PASS,1000,1544,0.18285107143040238,0.8020225634454694,0.7995872532040306
2506,VK281_noUDG.SG,M,55.13,11.95,PASS,1000,1215,-0.93689603103751,0.9387858939406725,1.5880293630531155
2508,VK284_noUDG.SG,F,55.65,12.14,PASS,1000,1433,-0.22713891937118916,-0.543599876207391,-0.710479543058933
2514,VK290_noUDG.SG,M,54.89,10.74,PASS,1000,1118,-0.5244840336583898,0.08018432805415628,0.3218260497706151
2515,VK291_noUDG.SG,M,54.8,10.69,PASS,1100,1081,0.5933123033945106,1.8822183000403434,1.2000689888101355
