IID,cp_pgs.consPrimates_UCE,cp_pgs.LinAR_Catarrhini,cp_pgs.LinAR_Hominidae,cp_pgs.LinAR_Homininae,cp_pgs.LinAR_Hominoidea,cp_pgs.LinAR_Human,cp_pgs.LinAR_Simiformes,cp_pgs.human_chimp_div_DMG,cp_pgs.HAR,cp_pgs.HAQER,cp_pgs.ancient_human_selective_sweep,cp_pgs.complement_consPrimates_UCE,cp_pgs.complement_LinAR_Catarrhini,cp_pgs.complement_LinAR_Hominidae,cp_pgs.complement_LinAR_Homininae,cp_pgs.complement_LinAR_Hominoidea,cp_pgs.complement_LinAR_Human,cp_pgs.complement_LinAR_Simiformes,cp_pgs.complement_human_chimp_div_DMG,cp_pgs.complement_HAR,cp_pgs.complement_HAQER,cp_pgs.complement_ancient_human_selective_sweep,cp_pgs.random_matched_control_regions_consPrimates_UCE,cp_pgs.random_matched_control_regions_LinAR_Catarrhini,cp_pgs.random_matched_control_regions_LinAR_Hominidae,cp_pgs.random_matched_control_regions_LinAR_Homininae,cp_pgs.random_matched_control_regions_LinAR_Hominoidea,cp_pgs.random_matched_control_regions_LinAR_Human,cp_pgs.random_matched_control_regions_LinAR_Simiformes,cp_pgs.random_matched_control_regions_human_chimp_div_DMG,cp_pgs.random_matched_control_regions_HAR,cp_pgs.random_matched_control_regions_HAQER,cp_pgs.random_matched_control_regions_ancient_human_selective_sweep
sample1,0.0327091716637811,-1.175357864509675,0.4151555568343146,-0.613105846825978,0.6867607343659486,0.4029178678870188,1.4936276337782983,-2.2245022314079814,0.3478561478455524,0.372218541893313,0.6753354501941765,-1.8560724007120064,-1.853837918735922,-1.858352279264393,-1.8612107221093075,-1.8470177026666197,-1.8497692838414304,-1.857801682795158,-1.3634526806738878,-1.8605116501310364,-1.847281833037188,-1.9151406314028157,0.6109139351908254,0.979492730492881,-1.8067849173155908,0.03432428570187175,0.668388888487073,-0.3185575307689673,-1.098961102440666,-1.3524598064317142,-0.8016027970918833,-1.122412672932271,0.6646718717898816
sample2,-0.5357602827791126,-1.2396208137824585,-0.1684357725530581,1.2503902263971596,1.3881818613532504,1.6656538799450793,-0.6318321615757375,-0.04978360757609242,1.162317496560622,-0.5209220445771136,0.12032202396994642,0.2588683596138427,0.26098765195272877,0.2596539192734825,0.261207128235018,0.25909835552301347,0.2645629021374319,0.2607237012052245,0.22446295438634656,0.2677317096569287,0.2920669196945556,0.26418970712524736,-0.5217969361664887,-1.862697653129811,2.462395395099524,0.09559307074418295,0.2876489271189618,-0.7811718810507485,-0.6481214087137673,0.656942506426467,0.4024054203779673,-0.47198712670604465,-1.8192918839540635
sample3,0.5555221536740407,-0.7773046091913633,-1.213387371643816,-0.1343103600991471,-0.37111823254467974,0.24136550138423593,-0.02253693375011486,0.2321330463060662,-1.2024869461460366,0.3409033747912263,0.09618843570051336,-0.7219750667010261,-0.7237830907804746,-0.7156461316664734,-0.7306828440530109,-0.732177248868174,-0.7302622239936134,-0.7203884921527963,-0.6974180085811382,-0.7161223265399074,-0.7047588863073506,-0.7106684982956916,0.1567143796374695,1.1406804865101403,0.0702743024259018,0.13573485898832702,1.144635156338631,-0.5201224087543269,1.2427795837270126,-1.7349859056402692,-0.5586877174083335,1.4734226820690617,2.188848487514983
sample4,1.1186686126465466,0.01594522147682831,0.07794367469589952,0.6454964388862954,0.20554494219519903,0.7101231766224407,0.3450091633284948,-0.3288612386761074,-0.20697301125550524,-0.5430138830186872,0.6469826389787651,-0.42534296450686854,-0.4339265869446408,-0.43545197899651394,-0.4343332383567034,-0.4335783685137735,-0.4236204777199816,-0.4271197832355598,-0.5962200236885516,-0.4189692659911422,-0.41580951905372704,-0.40742102920478807,-1.722548511135521,0.6424114183881532,-0.6833813310467146,-1.2609775659026108,0.8368477520909768,-0.22346339494418813,-0.14201890136149226,-1.189061011039664,0.10972465973750688,-0.2667259411504572,0.2722051861639109
sample5,0.32471600099918285,0.381161610312962,-0.5410552227259134,-1.031810071337075,0.05880078324775899,0.5379102237810541,1.1525893363771744,-0.29452897555060115,-0.6080814288988413,-0.6123535544608928,-0.22264488485589257,1.5784525145911557,1.586487998400715,1.5882925894755071,1.5903759712258196,1.5905469403275472,1.576317202378593,1.5943626143382623,1.726328447515292,1.587082890731756,1.5643412767340112,1.697575422740881,0.9585125185771586,1.365993867042772,0.8849592386654899,-0.04556427570667081,-0.6586066641169112,-1.222955627089529,-1.5139724785497306,0.7166494338171147,1.9920017287189655,1.6656784740249586,2.0832116563715015
sample6,-1.7191194188803258,-0.6632829311576351,-0.7287855347764385,0.9070384214130344,-0.5136888332717144,-1.761773074891494,-0.23775822963782312,0.9434632830294524,0.9182032725622764,-0.6924198166158639,0.25353487057623,0.9389175236034436,0.9254327105177982,0.9265104778752452,0.927328494206506,0.9278172405283304,0.9337828127460428,0.9276063491847834,0.6148898433184793,0.9605165831276689,0.9510329333663208,0.9507036183445609,-0.22791007483567507,-0.06314394277154413,-0.4256365770994791,-1.3114244050180075,0.7247256989429034,0.6988420995446605,-0.1894983233520174,0.8027268577551493,1.1524758849139607,0.821731719930411,-0.5111261756265973
sample7,0.7436897207089842,1.2945252261891926,1.7383139792166276,0.3501585763776713,1.4090869931089816,0.30821842612214795,-0.26657157336139,-1.1683836668491556,0.2635524283893516,0.8388819554501332,-0.6202957913104972,-3.193250640758499,-3.2014389634346805,-3.2000743041378032,-3.206397873156134,-3.1953816602498764,-3.2028180793383267,-3.1959413250970896,-3.050986247106928,-3.203368798811452,-3.243914836676885,-3.1476346632125995,-0.08458809735834374,-0.09873479187304884,0.8214002762056293,1.503723434947355,0.7656759735071895,1.794677253544096,-2.339639092718125,0.49006890055600977,-1.497570074502918,-0.4965165955385714,-1.7265514915862266
sample8,0.5099858466457313,0.07193699064640004,-0.3166407957191304,0.3784421291725908,-2.5282767347778514,-0.2523013215421996,0.9984374238156234,-2.1227951702785357,-0.00810993503823533,1.562324283866257,-0.6345305984794074,-0.09037220958758524,-0.09627834326367374,-0.09736751887704984,-0.10508130667818646,-0.10005806029154755,-0.09842270862723557,-0.09792418553902926,0.3978686915160481,-0.09279578894094484,-0.13260277871997578,-0.1291083368129929,0.0700630499267798,-0.848543192624792,-0.6905911210172717,0.13325491385603394,1.4897735207685627,0.3795005891263611,-0.544303114818772,0.4002293087335582,0.7870642943691701,-1.2806062540789245,0.30493840266321276
sample9,1.0856852523247793,-0.15556871283601234,1.2583584458858443,-0.2818095761769538,-0.29312290665077734,-0.5971894094178887,-0.2075850740932553,0.1505146454894396,-1.7441155943456752,0.8407074156406555,-0.16178215919215982,0.46177093066985303,0.4610349922657266,0.4627724865255406,0.4626138423776045,0.46283414328798367,0.4577305990587407,0.4556346504881804,0.40154051820607545,0.47386948118978944,0.4713755084196223,0.4576302060851577,0.13716715852821065,-1.7310525869281976,0.5020918137258169,-0.1492751378999176,0.13885943838259013,-1.443010365030811,0.11735225896823892,-0.18736241192046024,0.2453788041919908,-1.4935712235026894,0.1363972461723654
sample10,0.8536380618004442,-0.5531463002344157,0.279963169300753,-0.1792132238691488,-0.6546160574802397,0.7896582432865705,0.5227894840336081,-0.8864420657007498,1.9982494866010896,0.949538523974386,-1.8115699600072193,-0.6749093438326194,-0.6790589420115376,-0.6781357749325744,-0.6820371303220367,-0.6869795845321702,-0.6859892017975251,-0.6796358431338494,-0.5547745091337671,-0.6669469373559922,-0.6791560909074015,-0.6641852594165191,-1.5329925398619468,-0.1654276434469855,0.7247574853738383,-0.7781794887922339,1.5146981595204247,1.350168674338584,-0.0226110312575004,-2.0624961992963975,1.257993355096846,-1.8488966634471784,0.8363425130820501
sample11,0.6428727237059895,1.1018306406477347,1.7599411626625032,0.7906512064429059,-0.7230459223505666,-2.1849250276560404,0.8272600598254637,-0.3115826084118122,-1.1851921819461448,-0.08536454420156826,1.1839846243564531,-0.8019236598588868,-0.7978236471489802,-0.7974240807338542,-0.7952166020777066,-0.7984089787523901,-0.7897063326350855,-0.8012923902406575,-0.8370993245325297,-0.807273666442961,-0.7867025773364387,-0.8432993795733995,0.06088747904822846,-1.7499069925051558,0.6963881135855542,-0.3346869609302341,0.4624913442028387,-0.5021111018236696,0.2264779526308252,-1.993134190626355,1.3832004052440108,-1.8820812891768832,-1.8625812797479313
sample12,-0.2032951723172871,-0.6711813299194833,-0.11721189343151366,-0.07749843483275184,-0.4394866394362354,-0.6531397448905675,0.05142125542184585,-0.7965250895900653,0.4103836884175751,-0.972404642048374,-0.6776315187861679,-1.663496154899471,-1.6580181151636242,-1.6605249766256427,-1.6598291360600834,-1.6662147868470625,-1.6517989054495248,-1.66507077494374,-1.4785204732612507,-1.6640942197745507,-1.6904473000433404,-1.629880259214987,-0.4947567005619002,1.5878490200927122,0.5822690050934873,-1.007634956890126,-0.8883095970463216,0.1994472189294116,0.4379076927510778,1.4966163070240786,-1.0340643640347695,-0.6286378770692964,-1.3322638407408391
sample13,-0.2036723865354707,1.8129205284750824,2.180596331427829,-0.11299177056533104,-0.3948500071661627,-1.7555296928909452,0.9918306387300588,0.4991014342326801,-1.2382572650288437,-1.2756998950438283,-0.11704240101982984,1.1073387876591223,1.1082828738440291,1.1066048590605984,1.107606248858111,1.105058815041304,1.117147476215356,1.111114276866223,1.0196726991609182,1.1194034736699452,1.134452013777289,1.1082015650471828,-0.29074883123591577,0.48583025774258654,0.4133101700083905,0.1542862838058579,0.21968895898154517,1.180916853272955,0.3145734441384263,-1.3967049308498174,0.6371640719331481,-1.08421904219034,-1.0023292419385268
sample14,1.0629290300553182,0.5776672077363477,0.26166551747327543,0.4562333684366551,1.1518401832025018,0.7467675351211753,-0.4213638187441118,-0.949055577106874,0.7319127219602396,0.5181186793267247,0.9633829630152762,0.5358301600364976,0.5300831672394481,0.5319546236775147,0.5335375286574691,0.5312225201830819,0.524529664552852,0.53049890408543,0.5569309776502516,0.5411407482692155,0.5257885275265911,0.5351024934781512,-0.44542715583480297,0.44266620509778,1.3886257948870435,0.3757174711637627,0.1628432502133247,-0.4185699678992326,-0.3505375615175961,0.9331810892245826,0.9138456886671064,0.6595691145486734,-0.8142575102465566
sample15,-0.3649521517618195,1.0237414824414242,0.4281761383614791,0.14408043001649903,-0.14291203773761726,2.77288226998773,-0.14858982027366885,0.7252954291838968,1.121392239166635,1.4816888894747955,-1.8779470957283029,0.7602762290722275,0.7617331331012638,0.7676946676427739,0.7649643052419917,0.7676451376342847,0.7584044178436853,0.7659821134474392,0.5847808399833847,0.7698525001369532,0.7113761512552054,0.8599980298635408,0.10024725959230496,-0.704162144947332,0.9993016320117868,-0.00222112545631658,-1.6319536167921016,-1.2441747502917413,-0.4464481590897881,-0.3498643911468045,-0.2172470845134765,0.4122726933442005,-0.6118612451479478
sample16,-0.2694228794450619,-0.1716974116397784,-0.5780695884532704,1.5922532799753637,-0.16216965098099087,0.953653873364712,-0.15565103355067966,0.2062138101200985,-0.4106480484400302,-1.6613738268138474,-0.21485229336122671,-0.4608700386672101,-0.452455267398063,-0.45033243571248904,-0.4677238513359392,-0.45610540835156954,-0.4571170736460047,-0.4506142158683445,-0.5583529513474665,-0.46496643620240785,-0.4547722773972361,-0.4256082820849824,-0.12221984854519524,-1.2579260789316724,0.8937701905731192,-1.2223998614014349,0.18211893032341048,-0.3791658713226248,0.915511940417247,-1.3247147595614015,-2.2069566716528235,0.5133524553180457,1.2398014333774494
sample17,-2.164809768261228,-0.3577112402010201,-0.9621646101661228,-0.26271704108055005,-1.4402655474761137,-0.8741397227010501,0.4996877722724923,-0.7453026033339066,-0.38359777825241775,0.644176288159224,-0.4493512971855506,-1.1934654856781697,-1.1943484461253735,-1.191826887154501,-1.1925800448678936,-1.1912980727186333,-1.2280415972155043,-1.191513871383593,-1.0881940233243592,-1.1897727414068182,-1.2026639181200096,-1.2177926834969297,1.7364596181831713,-0.876120815823201,0.6879862661498791,-1.2981653943920746,1.0626925566245031,-0.950712134376202,-1.703974799476416,-1.8880710085226973,0.21265708896140556,-0.9509269809874072,-0.971276726139241
sample18,-0.01973404543990669,0.4645450837396044,0.5421419472844958,-0.6303520018834153,-1.9208318482533595,-0.4500760209009757,0.2883728237751026,-0.8611496468297494,-0.6986415844712753,-0.5147186900811256,-1.3459847417130055,-2.5670501569961246,-2.577642729318889,-2.5789958416257743,-2.573782387807997,-2.573874807501704,-2.5686437128003505,-2.574148916589667,-2.4998181079190824,-2.5835666071704275,-2.5569626466571393,-2.4905908526407483,0.6785472723493033,-0.5709275855514219,1.8787720363858351,0.9654912451143688,1.3309443307572266,-0.10136352800407156,-0.1333131735457734,-0.9584500196256752,0.47396622700646074,-0.3275547814452115,-2.714458980901978
sample19,0.8186908767653391,-0.36879987639171025,-0.3392117323452971,0.07353969083822323,1.3710196105076444,-0.9158944496718152,-1.2585788060675935,0.05309881100592635,-0.9256906140902136,0.22727538016733387,0.7799855723034831,-0.11953341391688616,-0.1197322886730886,-0.1143866258421338,-0.11509027042533308,-0.11294491946955482,-0.1109021008534616,-0.11930446695827614,-0.21405581619588357,-0.11387999019053915,-0.0963301964977146,-0.16725223483947818,-2.575275479904086,-0.11875614599546726,-1.826783043535148,1.6937298671979488,0.04017700875846014,-0.03347377116717937,-0.6118208547118709,0.23983521416199516,1.7628320284001866,1.1155699494476037,0.5895584449126656
sample20,-0.13835801303346176,-0.04202166733019946,0.00357566534547287,0.8608566910008005,-0.5847336378670266,-0.06148490773317355,-1.448571869727426,0.02691716259457448,-2.363021472875869,0.9966742976328656,0.8430444473507395,2.292133714651801,2.2960440888591136,2.299581071268989,2.2963130725746166,2.298886139500681,2.2829469849808284,2.2966057007590406,2.2750399068110023,2.2985046071621524,2.2535070117263607,2.3651030085934743,-0.29746751207746286,-0.3061984270180005,-0.8266363955894945,1.0094012307167113,0.9659573744373056,0.8509333819094129,-0.7405899988416735,-0.5219519600859884,-1.2396582505902547,1.002625475042693,0.5880825269076725
sample23,0.23141501517633187,0.9740271675630005,-1.0964606763294389,-1.438113761801384,-0.8293798576578361,-0.9579262722546654,-0.3450557075404556,1.6836846580880254,-0.5692441589466235,-1.3740872657417849,0.6855421473873318,0.9870728503661864,0.9949165437925448,0.9981917787979508,0.997886786125706,1.0018343471825408,1.000869256913324,0.9943686045481364,0.703416225259733,1.0108309070387869,1.007619376251487,0.9686774778733818,1.249206178610147,-0.47907573927100106,0.23718040036758392,0.6203298756358707,-0.5877760954748232,-1.1353794774924988,-1.2569260492187355,1.2475033131627564,-0.5691555769702065,1.5963348478580677,-0.42301375123300544
sample25,-0.10419247766909732,0.4717332401314476,-1.1688039849406906,0.3232630840022959,0.9931690593335714,0.49349923603753015,-0.28631938224588566,-2.0432175397212275,-0.19790886080173145,-0.713307810651069,0.8911531872742444,-1.0230181757199817,-1.0164573940126045,-1.018469101285375,-1.0158267836189947,-1.0196055473583667,-1.006469085799189,-1.021510518359754,-0.7424497280325689,-1.012078334014403,-0.9820414516106528,-0.9956773666457116,1.5940236335489144,0.4394413442567675,-1.5424897111413751,0.596056331499644,0.4509271488917277,-2.1254637028759644,-0.660687565485471,-0.5597965660414334,1.953312797340466,-0.5703861538522442,0.14229984106244534
sample26,-0.6040028718416439,1.1437486861985169,-0.2762263959912363,-0.3986945093419366,-0.39471715594738466,-1.1972235945505774,-0.5908554020554986,-1.9843550690569896,-1.2930845923040055,0.2065799685696932,-0.2232652006391944,0.3376436287026391,0.33325180892015477,0.34024773148111065,0.34031958433003373,0.33964832833701925,0.34493291616310545,0.34502688936645193,0.5842659042685056,0.3344493158891098,0.3382076099364065,0.31298857722705553,-0.5510727938846984,0.3692316505555633,0.6210636720498641,0.47119077030973006,-0.662657829828967,-1.0684626681949567,0.34611759541812853,0.810614200922168,-0.2538577547360878,1.4140582730322009,0.08344868835582432
sample27,-1.814554637926607,-1.196115782546572,0.18022903557946152,-1.7418002451370882,0.4567851263980363,-0.41980996764151945,0.7595651781983264,1.6441487498774756,0.28320470105310813,0.4714363224308891,0.914056137096271,0.4282570473072235,0.407591060398941,0.4072148692875444,0.4102848966435588,0.4129018795057971,0.43063542022906726,0.40392217718651746,-0.20070388441526107,0.416106827946382,0.4163200782748678,0.37810305974698594,-0.1183278329819715,1.1889069694295091,0.4956790745502228,-0.4221813382918609,0.6160993301955311,-0.5317335764537401,0.24664562409173693,0.47888663912367646,-1.1446583765691127,1.1122868346676578,-0.11400697741248184
sample28,-1.2572180961322317,0.37611441123703704,-0.6014735870110833,-0.7220574872476578,1.3809377814896409,0.22872887536712855,-3.0312174416256017,0.18034488425272777,-1.715847373827718,0.4706911904540351,1.36615754142764,-3.196515307323473,-3.19585101983271,-3.19981189203429,-3.195491554873336,-3.2003439784480854,-3.197642589077952,-3.1997307239003403,-3.1050977937608923,-3.198367602169589,-3.2452203457623403,-3.296606176666557,-1.1418014290016556,0.4190674168449584,-0.3537395143613874,-1.4808769101543011,1.7954909579955456,0.20312950940885124,-0.26953282041923754,-0.99729875818553,0.32238631332847156,-0.26441671066249295,-0.6898067283205723
sample29,-0.01755408825493445,1.287936666023515,1.0319346808976737,0.29602503206974423,-0.6292300962267947,-0.03579402392315087,-0.07619348785612415,0.3003642219693542,0.6636846192289294,-0.368074756817142,0.5611057939502402,0.7677671372605306,0.7541965894481645,0.7505565261276064,0.7541014545295036,0.7515333765187606,0.7374637222919579,0.7518938699225914,0.629202974665435,0.7486915721098354,0.7558852783884547,0.7021756246756643,-0.4046913195721553,-0.8552894966931701,0.4773752048206998,0.4846989503157169,0.16264423377117712,-0.4000644915358541,0.5731085531813204,2.163220457729817,-0.21109807945872655,0.02117912021804119,0.3924127709241642
sample30,0.7090565055472547,0.1877048794661105,-0.02951205319718691,0.828539216098399,0.6531499581754857,-0.701041689263545,-0.5295799046344349,1.3270244136278435,-0.4515463920174621,0.3982337722376317,1.0834028529619402,0.15523557091639908,0.16351866599356665,0.15957740779379606,0.16173907216351238,0.16184864937798002,0.14394690768725035,0.15615850566410636,-0.23435745950072592,0.15451540599824884,0.1669471503827402,0.1693096373508317,-0.3277212669283954,-1.4042536251686226,-0.932812315979844,0.13591616866898845,1.558426746026374,0.814971835011668,0.6408936761993995,-0.00323410630988495,0.273634813955763,-0.2134844786593285,-2.3993523893341013
sample31,0.6753203947179431,0.11189929667086208,0.8308310197060461,0.02879497246583133,0.4091029431912099,-0.35855255148318055,0.6375513175176044,-0.147470481142696,-0.25939289888100986,-0.1203975497539556,-0.02577000863484166,-1.4110614662483107,-1.3934917277590797,-1.3988805570250575,-1.3976161464336492,-1.4001660824850484,-1.3834797097525855,-1.3975929316668954,-1.5330010034258132,-1.3848465735577664,-1.4067506500057558,-1.325808132522516,-0.821566720341649,0.00557485352178573,-0.3526516392483719,-0.25578146730942747,-1.144588089746294,1.3294544883323811,0.2551495712597429,-1.3417547522685038,0.04850190693225575,-0.1893272891279664,-1.883966458519807
sample32,-0.5297700424875615,0.02603063812185202,0.7260049058860318,1.1595644456342538,0.8913430157377953,0.05533126657578332,-0.26657409089172296,-1.6225622219162954,0.6013529701566338,-1.5087013232644302,0.6243886695496977,-2.147125543183639,-2.133329466878209,-2.136143208517444,-2.1367025758865994,-2.136586364013392,-2.146568181651552,-2.1315224205636043,-1.9940235445291232,-2.1426678866288578,-2.141414760483345,-2.121297695608773,-1.6805330435558814,0.4556877377100309,-2.10238778127868,0.7473812011745863,0.29522475457614183,1.281685114168052,-0.3329967730417474,-2.0151078419103343,-1.397104267813763,0.3051797405672526,1.7974234424861084
sample33,1.187555468392746,-0.03047052778406178,-2.2906587089604593,-1.5855970683333631,-0.34588355778629354,-0.7884002846863948,-0.5588378685210945,-1.5395336410478164,-1.8009772722379558,-0.7978529602057474,0.06503689490957629,-1.4147702037003311,-1.4076215422402698,-1.3990690671062551,-1.4039059370433042,-1.401876909781932,-1.419887476950086,-1.41130149655309,-1.2424968165774932,-1.4012563268478595,-1.4126638616363931,-1.3624179657898132,-0.446249729155804,1.5653401213614944,0.3833464243235179,1.713185887501365,-0.14313662616533862,-1.0220798705895475,-1.7522347782414986,-1.2537540212678584,-0.40047050556491215,-1.271233224102916,1.202904720168848
sample34,-0.6565427929541886,-0.31460716047245074,-1.2040952698585154,-1.1386578720039562,-0.4111775797546069,0.5372696988472123,-1.324066651697335,-0.4713840899902354,0.2030050258496394,0.01447645933072191,-1.1868517589848242,-1.3372331833745668,-1.335936070156647,-1.3330734371702946,-1.3333056820275726,-1.3334724344937223,-1.307585759387364,-1.3337600195577612,-1.3137396517288025,-1.327292437694309,-1.306274384209598,-1.2654992333738673,-0.5613044906470565,1.730314563536877,1.6163637375718494,-1.244498466652147,-1.1580562003614805,2.1712536185431826,0.8868638647158892,-1.5119794650701168,-0.43268229947272024,-0.06529490430321036,0.04529458967945286
sample35,0.0961297975606607,-0.5455146062109811,-0.8157389181572309,-1.2556588283863035,-0.33352690652710715,-0.1140720366630498,-0.22481270971041056,-1.129469863820876,-0.02817274494257086,0.8131033570254463,-0.6443907341605537,-2.603816051489766,-2.601042393361838,-2.596053423920214,-2.5953097867573502,-2.596758586959629,-2.6119600913982106,-2.5958590449824173,-2.4539591803854934,-2.593639141991106,-2.602480077510341,-2.6052046217087503,-1.7356642780135405,-0.09181936027736384,0.7845506107590502,0.28342865305024056,-0.518196965282168,0.4300438753861601,-0.28925251691629617,-1.5080315058431022,-1.722278239494374,-1.793200007412619,-0.6726910573762609
sample36,1.9703226793065869,-2.13755317886661,0.3865092574250858,0.4513929215420763,-0.922862849437192,-0.43353821833195494,0.2221536811130191,-0.3738790039959544,-1.3208756076145631,-0.1208779160461869,-0.0958262378657671,-2.1342392902243312,-2.1168573013969456,-2.1221625855629194,-2.123167745642931,-2.125974949741988,-2.1157688581383405,-2.117999988220334,-2.052719592786983,-2.116736531758311,-2.1365534531161057,-2.119538909952938,-0.3845231045654905,1.076030403212564,0.6960970506050548,-0.8933680691272194,-0.9123033131776052,0.49739659503652345,1.2582672315098742,-0.2107224625505384,0.00146095691933435,-0.9992056258910548,-1.2870267395281405
sample37,-0.942406205847763,-0.8476141115625557,-0.15947605048293434,-2.215020704070342,0.3289913737760974,-1.1142117328471857,-0.32088363010469984,-0.24234387636227145,0.4628509346659786,-0.37222447850732504,0.6851502100657413,-0.24787034047245296,-0.25071560629768447,-0.24933135794120215,-0.25012523496971006,-0.2514845055084955,-0.25116832328906646,-0.24715223847366943,-0.43990052168335814,-0.2743079661696765,-0.2571589437759696,-0.34554572132584344,0.7870981758422991,-1.5390241648936849,1.572151821432504,0.27228692639973656,-0.04170553612313405,0.6064162678409348,1.0449144753790207,-0.6140195509680572,-2.1354991704953994,-1.2003062886894431,0.7467534804487334
sample38,-0.09962126843287993,1.1712406636069732,1.018286728265613,-0.47307275924134007,0.1525689073122513,0.20178713203998117,1.3405687972410658,-0.34830182898911805,0.04535145701718467,-0.3124113444871722,-0.8476852027509225,-2.1702131452296674,-2.1676094473954324,-2.1643583330086926,-2.16233608026445,-2.15941269350495,-2.168653290414373,-2.167737271300932,-2.2341038407758136,-2.1709081411642663,-2.172202206997879,-2.153642937480196,0.6096321294745917,-0.6724363842691474,0.5392114720493696,-1.2373379683021823,-0.8014574347046437,-0.8791767595199335,-2.713776703434807,-0.3563086694378901,-1.2626783524035723,0.5908534800427209,-1.860759108780535
sample39,0.7894134757286448,-0.4820418688959333,3.155092137146316,-0.30313540793321275,1.108729623329664,2.7692324947696076,2.059913964524291,1.542579705304197,0.8372263736900007,-0.2412183641577301,2.700416825495664,0.3919755063559803,0.3891854473681522,0.39288034758536966,0.3908287305206633,0.389437293751129,0.38854488019387434,0.3918996359603191,0.02962178914237414,0.39859607104960915,0.4066866889297489,0.38293662060089473,0.5010418119047552,0.6657200948360826,-0.7463505505595693,-0.29940320896533573,0.17867325518209842,-1.4829478970372776,-0.8841105596085158,0.2865337501099691,1.309603069518222,-1.3296927428172969,1.4669120035619487
sample40,-0.6080325142044386,1.4174746094029027,-0.7699280775432072,0.9910168469494388,-0.02367990340721753,0.18022113008706883,-0.795980257604329,0.10863938028871456,-0.662215735842083,0.7094799481692232,-0.2963640221447053,0.05702397491166672,0.06051454700020541,0.05975713657243197,0.05913275555525679,0.05938241222435012,0.05162007925608494,0.05559760274531597,0.14048454904056626,0.06284316389656758,0.09095697275979572,0.10934925520239756,0.2588724848227481,0.42008570239464454,-0.9424764925209838,-2.6597576998963697,-1.0267531967381387,1.4187297375937278,0.897801618446311,-1.0549066824628874,0.00535906417500777,-0.5205739835874538,-0.9520548324303864
