y,x,beta,se,t_stat,pval
sample_age,cp_pgs.HAQER,-0.00436358327430261,0.0118805228273471,-0.367288825392291,0.713427576263379
sample_age,cp_pgs.background,0.0883893697193064,0.0125296675996228,7.05440659271497,2.11021148599745e-12
sample_age,cp_pgs.matched,-0.0102183191804499,0.012065312691725,-0.846917062287007,0.397103902095063
