pheno,x,selection_coefficient,statistic,p.value,conf.low,conf.high,method,n
sample_age_log,cp_pgs.imputed.HAQER,-0.19116596876910066,-7.492480015859526,1.1570935653425463e-13,-0.14162458566275063,-0.23975216162368984,Pearson's product-moment correlation,1482
sample_age_log,cp_pgs.imputed.background_HAQER,0.08837629528845498,3.4132595017553617,6.592318979696787e-4,0.13867223423204575,0.03762563459815926,Pearson's product-moment correlation,1482
